Valeur0 Valeur1 Valeur2 Valeur3 Valeur4 Valeur5
1.429535499017821465e+01 -9.967000178113182285e-01 -7.160351832570015063e+00 7.459367248719082966e+00 5.750740898401936363e+00 7.098131070167125856e+00
1.418091269050625947e+01 -4.642797754062559790e-01 -6.108994356571180617e+00 8.952760854996364870e+00 5.622121739801082541e+00 4.764713807835456727e+00
1.260485592565888702e+01 -3.705730291878872595e-02 -6.834647192352898415e+00 7.770646411634980488e+00 4.500081731079533576e+00 4.773566754269702450e+00
1.262753034971459165e+01 -3.775630367344025018e-01 -7.195887353859546920e+00 8.648299318941269576e+00 4.455250255437444906e+00 5.026319033880348286e+00
1.081876229539211920e+01 4.400039720107861152e-01 -7.172102238956894027e+00 9.199062807604322600e+00 6.809190510595135137e+00 5.752146361455134027e+00
1.366201760520027086e+01 -2.139058043518098362e+00 -7.464684664226863831e+00 9.401478620773279005e+00 4.077941001070387372e+00 4.794079282799124542e+00
1.423049004774569681e+01 2.353407778289905217e+00 -7.051112599140428649e+00 8.906465900025571258e+00 3.407220829725341016e+00 4.891628770064230025e+00
1.182175807806047096e+01 -7.900065257210872049e-01 -4.875226978073312623e+00 8.384692877704551961e+00 5.485552718222094448e+00 6.581857192816775282e+00
1.373570643812800540e+01 1.265204817898879286e+00 -5.259796887774356833e+00 9.296761909310154337e+00 4.666031875613795954e+00 5.398020228744689675e+00
1.257079336649742629e+01 3.983333619692294159e-01 -8.126581247726424095e+00 8.978332214883764095e+00 4.123507124478988040e+00 6.783706123495803375e+00
1.265187440803686769e+01 -7.998953014073750811e-01 -5.215383695845716261e+00 8.247165679222051793e+00 4.069259273267665122e+00 5.221298854863232641e+00
1.465206162144040647e+01 2.441709415570816333e-01 -8.679294560244237289e+00 8.637200742928673236e+00 5.053463923370846267e+00 6.154352894092283144e+00
1.096635422145468652e+01 -1.351538627389019753e+00 -6.796960106844222693e+00 9.167378906176507414e+00 7.740961858881460600e+00 4.203123997777415077e+00
1.392050612926266417e+01 -3.373595748526306837e-01 -6.450747132998655431e+00 9.264700107377773719e+00 4.413286934455027399e+00 4.706993129159513956e+00
1.351284956176534813e+01 4.212759758506268160e-01 -6.796181941058373255e+00 8.352635209093683955e+00 4.186632779147271499e+00 5.146003409608889356e+00
1.340394750014329617e+01 6.360297506177889915e-01 -6.051689362707385555e+00 9.740272700382115900e+00 5.429148447425102830e+00 3.194600649564083739e+00
1.227232345974233674e+01 -7.866458829216793625e-01 -6.229572587743802181e+00 8.091137005342945443e+00 5.041545916314349896e+00 4.215657835047255553e+00
1.347977668139089502e+01 -1.629373746797560529e-01 -6.429388586680395257e+00 9.628251457788890022e+00 3.232111440110048584e+00 6.082714713402642914e+00
1.336988850782008953e+01 -7.049981306963932770e-01 -8.826171290575821615e+00 7.527792506094829861e+00 5.420600253333391905e+00 4.522570690017863271e+00
1.293795630464014934e+01 1.243412458372975760e+00 -7.168635473115700485e+00 8.669568451445428536e+00 5.336665879434938198e+00 4.682157891814848760e+00
1.134659719145009227e+01 -9.097664999497011573e-01 -7.925398167849143860e+00 7.613842562401385017e+00 4.069323005815945749e+00 4.457511258568639612e+00
1.327033226205566585e+01 -3.507835279678123697e-01 -6.968939750212790329e+00 8.030644416279750786e+00 5.085816824464668429e+00 5.319598341714827150e+00
1.316918104145365298e+01 -4.630599646072686149e-01 -5.259626999316079576e+00 8.151514385670232343e+00 4.654431051702027311e+00 5.648763277548602524e+00
1.396702608936326762e+01 -1.542467095986972847e+00 -6.109978182531338398e+00 7.949799579332109900e+00 5.136063221784654687e+00 4.481790914758886579e+00
1.282512114961499705e+01 4.893059111701264507e-01 -6.930232441067212257e+00 9.159953494249512218e+00 4.212895356629357657e+00 4.553080745658423467e+00
1.186424149082594326e+01 -1.123126609221008820e+00 -4.852307706691506795e+00 6.598621049990399001e+00 4.571226058980895957e+00 6.268557352987135012e+00
1.434668028334943024e+01 -9.644124223549773722e-01 -5.435202125841584575e+00 7.923424425596484078e+00 5.804889954362159266e+00 4.874751154338675896e+00
1.333876679867542769e+01 -7.493099668373475186e-01 -7.982549999094797677e+00 7.991997390057344219e+00 5.103783891221348235e+00 4.341041111359049687e+00
1.462414350476938374e+01 -2.017566889406008812e+00 -8.551271136242103665e+00 7.362948519842997364e+00 5.585132123281005612e+00 6.245903705055537714e+00
1.329509188400589359e+01 -2.056611947926423767e+00 -7.419331319278471781e+00 9.022196601573950758e+00 5.625109117370519662e+00 5.493481297580559364e+00
1.254971474592170111e+01 1.833173629108527658e-01 -6.579816398292173574e+00 9.247686779381512068e+00 4.657370186797763267e+00 6.665860395681159289e+00
1.440400659373103487e+01 -8.293218693654076379e-01 -6.639718575886581320e+00 6.508348868149603561e+00 4.884873832464363019e+00 6.004402562398735377e+00
1.318339376621512216e+01 -1.254894964507799582e+00 -9.503226222840721604e+00 7.591946284307978132e+00 6.348687752997434153e+00 3.949034646264945714e+00
1.425136346692819878e+01 -6.443178718024773488e-01 -8.363167313008286641e+00 7.080400053979905906e+00 5.703312783268517094e+00 6.301835325115471953e+00
1.051503400722307369e+01 -1.768807141382198189e+00 -6.820637103753868224e+00 9.223800333325078427e+00 5.880820094603275372e+00 4.570130826575477201e+00
1.356053407258087873e+01 -3.091729699171823498e-01 -5.089119417261421141e+00 6.763949395359636796e+00 4.709180883560165398e+00 4.209414316155034363e+00
1.203173249257038968e+01 -1.802071838046595431e+00 -8.236302638189748393e+00 8.989824656827607896e+00 6.867512031449996002e+00 4.417662430790150196e+00
1.464260934503948342e+01 -6.755113466134573530e-01 -6.354518553181260465e+00 9.288099725050313893e+00 7.147998403644693077e+00 4.416052372377716750e+00
1.211366862888461249e+01 1.665633274368223393e-01 -7.261824554432735113e+00 9.590360153233589813e+00 3.485207012950473526e+00 5.852711682725128206e+00
1.193586838554765173e+01 1.823850774751146098e+00 -7.012658075758918308e+00 8.420089864707511751e+00 5.745480925472274514e+00 7.121566627535918848e+00
1.239682191616284257e+01 -5.656092136686847738e-01 -6.818864228174453146e+00 1.025434315616825565e+01 4.357235334619980804e+00 3.843702122555967549e+00
1.420082937390853850e+01 3.949856400140614454e-01 -8.386933933775832628e+00 8.971291519509556167e+00 3.900116186225188741e+00 5.430438477761777349e+00
1.228789212145217213e+01 -1.361765680472872553e-01 -7.534134342386468397e+00 7.556127324134643608e+00 6.342698605745590967e+00 6.624103272861381342e+00
1.397150975571238085e+01 2.349888616197128854e-01 -6.501535342966786146e+00 9.127475248112766337e+00 4.935846687018123902e+00 6.979419040354852832e+00
1.126384042260835017e+01 1.503082649576152896e+00 -5.728648403782385046e+00 8.535482190281312498e+00 5.013330275894464449e+00 5.110104958868660674e+00
1.277881490034629408e+01 -8.259667303534038441e-01 -6.121953825754248513e+00 8.098383424200861214e+00 4.951931767626672531e+00 8.450682814697611178e+00
1.457140340951729129e+01 -1.511532693227349844e+00 -4.958936951925003278e+00 9.570303753411897318e+00 5.019252243388228507e+00 5.911293450861790255e+00
1.276771231167411358e+01 4.222109611222529812e-02 -6.979824251418305536e+00 9.364467113973089951e+00 5.268082864127072718e+00 4.202574589520014392e+00
1.435538311168150294e+01 -4.959425132551810722e-01 -5.635261657012335945e+00 9.413268039933065268e+00 5.792472506447174929e+00 4.604030077379383634e+00
1.211384428429218474e+01 -1.731714970570346956e+00 -7.892178390733182169e+00 7.540790562826355625e+00 5.968067470635360472e+00 5.087567049702144573e+00
1.086706779199401751e+01 -7.904228281728820082e-01 -7.834909058157341732e+00 9.091529207721189110e+00 4.396442958328863782e+00 4.902421541547458794e+00
1.211515149050711493e+01 -1.764126861671730939e+00 -5.909321957511490808e+00 9.037927410021602270e+00 5.086780425411690842e+00 6.298541771243694853e+00
1.216322728271301123e+01 -1.709240715982907943e+00 -6.982260082353367814e+00 6.777807265058655162e+00 6.461944076864039488e+00 4.530375140446749604e+00
1.249967216255477709e+01 1.504829483825339542e-01 -6.080710689916904776e+00 8.034352549974251190e+00 5.223710806973678622e+00 4.229071566378723723e+00
1.191973917885229994e+01 -2.875602929088536985e+00 -8.260888712037006698e+00 1.013828626304499103e+01 2.190587144027801969e+00 4.638507182975451393e+00
1.374590712524828362e+01 1.926661212096347331e+00 -7.208224608023963143e+00 9.495402243373703755e+00 2.871950767802691207e+00 4.907461125853431305e+00
1.419107714135738618e+01 -1.151496367740532989e+00 -6.331183987883672870e+00 8.026685018597707000e+00 6.244113027299546204e+00 6.429684175210688579e+00
1.590207124354562929e+01 -1.241415510149918244e+00 -9.015997804069675325e+00 9.882248948121102217e+00 4.000049878453745045e+00 6.284256669799709094e+00
1.171932168507602690e+01 -7.959789170392101987e-01 -7.783276129239205865e+00 7.762866465391391912e+00 4.520033478737560451e+00 5.053879489654541146e+00
1.456075452503921319e+01 4.173038535834860951e-01 -6.794280549524923885e+00 8.164447165663970551e+00 6.974872083149863400e+00 5.705967209088366410e+00
1.452058612689457107e+01 -1.136018212699929197e+00 -7.342513600373306026e+00 8.974993030429947893e+00 5.059252808716224514e+00 7.246960610706295824e+00
1.496686313041772110e+01 4.030421854249995883e-01 -6.310953983105365594e+00 8.235422193601463547e+00 5.148998826437956033e+00 6.487582602717080427e+00
1.425133719022164769e+01 1.763641532873536644e-01 -6.332908629558829716e+00 8.370179436944129137e+00 6.053544590617537580e+00 5.427151282196160942e+00
1.193666577022085562e+01 1.898303475994663980e+00 -7.294029194197566568e+00 8.486436164481517608e+00 5.987515038141274282e+00 5.825148163550836422e+00
1.273464237101941521e+01 -7.030231538992854912e-01 -4.788607229980764046e+00 8.922844361446303552e+00 3.648736346309553902e+00 5.391800765943829177e+00
1.323827907733397247e+01 3.241806311305182042e-01 -7.991360629012808303e+00 7.814545674688681665e+00 4.834070992312165416e+00 3.754150220259825588e+00
1.548452612450302901e+01 -1.199613714437169631e-01 -6.867124133672811048e+00 9.294652872501686147e+00 4.673612832697271458e+00 4.009854961446226440e+00
1.387730455988177347e+01 9.938778174393296805e-01 -6.914839165146778655e+00 8.247336683321671913e+00 5.739614942904901262e+00 3.470609184335361252e+00
1.588309055754852572e+01 -1.845735923760370989e+00 -5.846538419996833547e+00 9.585994612214593147e+00 5.146274861719756011e+00 4.040458140615920790e+00
1.189704062844073995e+01 -5.658039085257874357e-01 -7.374893376191749006e+00 7.497890324992974698e+00 4.249352741526083221e+00 5.070559395855998908e+00
1.453517132516447141e+01 -1.074110114047460707e+00 -6.936268971369225156e+00 8.703158734580114242e+00 5.575194507975687053e+00 3.959324315055913424e+00
1.318269748815645492e+01 -1.380196110184908509e+00 -5.652571124363311661e+00 1.014582093459064360e+01 5.292008373426374312e+00 5.159095957542236377e+00
1.206939760947109264e+01 3.111613789422843501e-01 -5.690318923183711242e+00 7.938113469308420100e+00 4.861629776573288986e+00 4.407400729694057162e+00
1.384863562257934610e+01 1.743482123079898916e+00 -7.538769701715548166e+00 9.037382480080283997e+00 5.167987471643534114e+00 4.058268223511034556e+00
1.357299820993678630e+01 -4.173198928286632747e-01 -6.393732524138311391e+00 9.780763924164523004e+00 4.772406660257052735e+00 4.709879848077616060e+00
1.260538161484752351e+01 8.054310018734009979e-01 -7.057096011161137383e+00 1.008267086021422720e+01 5.690203312508325340e+00 4.054197270049998636e+00
1.196113940619640559e+01 -9.463507909094308612e-01 -7.997905000930240149e+00 9.534624266503781698e+00 5.216586451958231230e+00 5.808450469677669759e+00
1.277692530707374274e+01 8.783868881897864966e-01 -5.159970553192655629e+00 8.589554131135269444e+00 5.953920310247458936e+00 5.679182865583045192e+00
1.248806535570936127e+01 -2.379040808243494620e+00 -7.064902398162807629e+00 8.470528701767509716e+00 5.717286768464423297e+00 3.884588024361530501e+00
1.168399370571314222e+01 9.854542025704875474e-01 -7.848751692290186988e+00 8.191917001653694186e+00 5.852086748437849373e+00 4.726012761347514690e+00
1.188450577492818994e+01 -7.314698946865505480e-01 -6.984661129242669020e+00 1.121802924494100751e+01 4.418230777318326474e+00 5.311844064251685538e+00
1.326829568358161815e+01 -1.257046371963593145e+00 -7.916010636748131546e+00 9.836699755475049045e+00 5.520431715103688575e+00 5.040151948818489380e+00
1.384057612598670062e+01 -7.346459745349773751e-01 -5.470892132836924660e+00 5.668562674083282182e+00 3.605605239833206355e+00 5.637798509994617291e+00
1.293620110264066270e+01 -1.878218183284890985e-02 -6.713530781665938640e+00 8.457624880077153406e+00 3.848535284923355171e+00 3.713546971610903746e+00
1.308564205986662543e+01 2.588715601475080508e+00 -7.292384044459709003e+00 9.712397168449911078e+00 5.959817934843488985e+00 5.087424013958663949e+00
1.289852167544717965e+01 9.159912242158840812e-01 -3.183754169061286721e+00 8.873525885384209388e+00 7.150787420036547104e+00 5.096186680915827161e+00
1.365629244671287523e+01 -1.287125686407698755e+00 -7.017234631809515122e+00 8.256173467971448687e+00 4.609096080712600241e+00 3.777930019299021502e+00
5.765332489512191572e+00 2.481012555129646913e+00 -1.140887443652979094e+01 3.433937953907983953e+00 6.175477328336967275e+00 8.484434273385470959e+00
4.861426397682252265e+00 3.543522669270548153e+00 -1.168366827138798136e+01 2.296417269987620191e+00 9.311692184670022243e+00 7.683455417709201818e+00
4.597262205118756384e+00 3.822893368215536825e+00 -9.602223147293814876e+00 3.564138529500057828e+00 7.134257146500777580e+00 1.003919222581616566e+01
4.124753481237766195e+00 3.208263601034684331e+00 -9.752495734130006255e+00 2.676154478340570630e+00 7.567856563519105961e+00 9.233845064790990875e+00
4.816971747104735080e+00 3.849642447872329676e+00 -9.293956624290217405e+00 1.917608730902016223e+00 7.990139305248186830e+00 8.554772102280164603e+00
5.130347001317228539e+00 2.182857390496212524e+00 -1.104054048129340337e+01 3.632432403755021078e+00 7.560490887321797970e+00 6.381352100143709905e+00
5.716131913571087075e+00 3.449702159502780585e+00 -9.241151037818255531e+00 9.598837163761226865e-01 7.178936568354890468e+00 7.261964273457871322e+00
3.257490809105988205e+00 2.642905495875698119e+00 -1.216930014849455333e+01 2.964770740068138011e+00 9.387867822967871589e+00 7.586033146082248990e+00
5.284339850378980685e+00 2.756407424894712577e+00 -1.156068000709997001e+01 2.540716668523605115e+00 8.131526921922391793e+00 8.787168568731008378e+00
4.854681528669458679e+00 2.891678098781472528e+00 -1.326845063913375711e+01 1.964624179889407740e+00 1.016201203485924154e+01 8.671438663830182136e+00
3.443222084334024657e+00 3.927503331752598470e+00 -1.012518412405776580e+01 2.947052017051998263e+00 8.338000167389093775e+00 7.104925666691443098e+00
4.569233908600506489e+00 4.089141536323614545e+00 -1.125806187095822963e+01 2.478694043456191931e+00 7.700663616371994813e+00 6.876306426488145718e+00
6.126720481695165255e+00 3.719532545260746836e+00 -1.037849878911477575e+01 2.853571556814900045e+00 9.469406012282121310e+00 7.209111138378746730e+00
3.142713700700522139e+00 3.970840594775336463e+00 -1.211735517343937296e+01 -4.226554262299258014e-01 9.571706649564397651e+00 9.384615944079389038e+00
4.859563919237114504e+00 2.676887634827370910e+00 -1.052508084184314185e+01 3.254307064208588507e+00 8.294182857368406658e+00 9.011334238705744681e+00
2.343629838599472048e+00 3.258439841228626399e+00 -1.151029839534853494e+01 4.864397767496519975e-01 7.837139750907668123e+00 7.474198396386467991e+00
5.599279711083141819e+00 4.059235246028334743e+00 -1.129047978219684012e+01 3.112099005346536718e+00 8.539994946641419560e+00 9.369324633942516911e+00
5.152511234414609120e+00 3.837182501877865803e+00 -1.222730649320991603e+01 1.865135078314809736e+00 9.754946790076999719e+00 7.604048253778838529e+00
4.846468511883775143e+00 4.850655912068321030e+00 -1.062930188347131200e+01 1.793225326370521344e+00 8.676659671099670845e+00 6.857692465709187779e+00
4.849442719357501375e+00 2.867267215234481803e+00 -1.140684475683708854e+01 2.370197450356036573e+00 9.884251063648672897e+00 7.671063416992382145e+00
5.913151165500491580e+00 2.314131058782491479e+00 -1.077350375096453661e+01 1.948100794758980570e+00 7.491578767498111802e+00 8.479680754300908063e+00
4.501651863209517046e+00 2.029924615013888101e+00 -1.152678808341848615e+01 2.704541051498096316e+00 9.266860679239625753e+00 8.494351076936514033e+00
5.320839376227583628e+00 2.573625955610254312e+00 -1.130377293481881651e+01 1.393785927689403126e+00 7.607881663515741799e+00 1.032687398807161117e+01
5.566514402648690130e+00 2.305477120155987603e+00 -1.103753613497725539e+01 2.800666594577620572e+00 9.003044520558530550e+00 6.184544196841740948e+00
4.193953551799942225e+00 2.169740278043394532e+00 -1.213967176042025820e+01 8.096650156895299766e-01 9.659966800346559523e+00 6.501747816054155749e+00
4.957849273939370249e+00 2.350051911328342236e+00 -1.146428080137681960e+01 3.887408046892955049e+00 8.156574943348365636e+00 6.924261134773839643e+00
4.491062247086266446e+00 3.441735873906661247e+00 -1.188221478622431704e+01 3.343748679908568278e+00 8.795885191138570036e+00 9.262308431428389000e+00
4.702577942935013411e+00 3.690114843610342366e+00 -1.037584913746234605e+01 3.652040832137884774e+00 9.576522510399119170e+00 9.139290159218038667e+00
3.558940649523555599e+00 3.844847559381579849e+00 -1.017039276167335160e+01 2.439157921478814384e+00 9.045371046086238209e+00 7.977168655189140090e+00
3.539484801388958601e+00 3.297711399444914093e+00 -1.139135347777860119e+01 2.067779234472447492e+00 7.142197393734463162e+00 9.805737795083288688e+00
4.562594229265274137e+00 4.184252281628397796e+00 -1.134628237198562140e+01 6.985199715915757501e-01 9.468317730795321907e+00 8.611509843428740041e+00
5.622768315479248713e+00 2.990501014383831979e+00 -1.125575620842738367e+01 3.539692182879138116e+00 8.947758611734174750e+00 8.140872953376206311e+00
5.575404296874166832e+00 5.949075162037846809e+00 -1.122568560020305561e+01 2.367744576455824035e+00 7.378659590555760595e+00 8.821251477355890103e+00
4.542067600853548548e+00 5.810777587794575538e+00 -9.015394707068541180e+00 3.545196777274254973e+00 9.854737142636309954e+00 7.271424616495822946e+00
4.791891178965164144e+00 1.307859073928371973e+00 -1.044717170380321924e+01 3.965959762244265718e+00 8.797510902421542767e+00 1.057482583105749541e+01
4.383299231308471100e+00 3.043858307498256366e+00 -9.578779444654482944e+00 2.020387831230309850e+00 7.784898664345528019e+00 8.198353225248139253e+00
5.979751375663641788e+00 3.134901180974124735e+00 -1.127448299413037702e+01 3.053202259795862794e+00 9.125770914232727904e+00 7.212394174509158873e+00
3.525587697613240756e+00 3.597901885583002723e+00 -1.090841650663339202e+01 2.961385357590222700e+00 7.483404218729465818e+00 7.706356907924570621e+00
4.559931676828764324e+00 3.102063901910936394e+00 -1.175637501422175646e+01 4.782904946313058403e+00 8.210110364871347599e+00 9.510754948481606519e+00
4.960327768026102646e+00 1.617030241639430876e+00 -1.042652629937215458e+01 1.041672887050047125e+00 8.149545930545516015e+00 9.351340118146120872e+00
3.018769819736609517e+00 4.980451467485428552e+00 -9.927445013132347285e+00 3.361510864391508591e+00 8.796999551152991259e+00 7.977013162889526221e+00
5.093525431693937122e+00 3.941061118504716188e+00 -1.094917487582003801e+01 2.452584024731495838e+00 9.078029921779545930e+00 7.016812536498848729e+00
6.136359379105110534e+00 3.081617083442799832e+00 -1.077960610077796488e+01 3.909090092345667955e+00 9.217175982020254565e+00 8.167637330554400776e+00
7.530234730022794309e+00 3.154663592518370585e+00 -9.675734741554087748e+00 3.901686308677416726e+00 8.924480066902020781e+00 9.023354521250794846e+00
4.116418230054887495e+00 3.144755162270565840e+00 -1.128991888997191495e+01 1.782638412071407163e+00 8.452948668028504642e+00 1.023932834631303379e+01
4.919018578416769927e+00 3.373548637015841400e+00 -9.740452842139150746e+00 3.532415007092397641e+00 1.004313921616831529e+01 9.434811628708112963e+00
5.917955797027714127e+00 3.684577477928464351e+00 -1.082628961500073572e+01 1.593584832274442808e+00 1.044885397390516601e+01 8.399262083252654776e+00
4.774291820180073920e+00 1.662052149575088622e+00 -9.725687407844253229e+00 4.601838565938010994e+00 7.668903199047989006e+00 6.637218738520751060e+00
5.080347673124159691e+00 3.622979410098502218e+00 -1.253170296978364462e+01 2.572531995562679086e+00 8.631834339830280811e+00 7.303482558078892239e+00
4.229866243884391253e+00 4.418437517211383003e+00 -9.798964485219725518e+00 1.778109047806825105e+00 7.463083526255495315e+00 8.118667853254876832e+00
5.582257615744230073e+00 1.493171347990315034e+00 -9.724162718241672110e+00 2.253563949270791955e+00 9.121616660274385779e+00 8.465147570514911735e+00
5.153925949254468897e+00 3.597716399899873796e+00 -1.078795824162611083e+01 3.098263193121086445e+00 7.548640870714622864e+00 7.292739178288467627e+00
5.076426055305505614e+00 2.604387351866345846e+00 -8.566600431159439921e+00 6.130140786032249878e-01 9.043226823796965519e+00 6.722959336544738207e+00
5.188222755728529201e+00 4.201148131572370659e+00 -1.043792305686200628e+01 2.438984079431326890e+00 6.913205030753687197e+00 7.551999344296080885e+00
3.606148956686229035e+00 2.494962386228326334e+00 -1.255761796328062019e+01 4.176635990951402810e-01 7.577975210172160914e+00 9.871860316589284423e+00
4.212733812389219956e+00 2.734485772462730502e+00 -1.099714677299943588e+01 2.650499255864787962e+00 9.507937703600758184e+00 9.994990903291292028e+00
4.292796363592502829e+00 1.651995275616458647e+00 -1.016964511662755122e+01 2.485903826492110724e+00 6.942542387733676712e+00 9.392614630059879843e+00
4.432459347896739565e+00 4.035778746810670725e+00 -1.013437705210508355e+01 3.763138195064847480e+00 7.299597539580907402e+00 9.943281590599504227e+00
4.643829836743470274e+00 1.560514446705111302e+00 -9.658007612695580946e+00 1.675829973394709960e+00 9.143634147080835106e+00 8.072164806201060472e+00
2.712878601631873998e+00 4.008676974334488996e+00 -1.185157981265437854e+01 3.204381707478167751e+00 8.047607675602327149e+00 9.079423120477382980e+00
5.432463743685966406e+00 3.556451800580103573e+00 -1.272576249193138054e+01 3.744864404645211309e+00 8.813257435871520329e+00 8.449626936735294080e+00
6.907315278828365379e+00 3.045520966105683236e+00 -1.307163048883742107e+01 3.433705987033656370e+00 1.084172585436966152e+01 8.205577832484470591e+00
6.706030197534285975e+00 4.611239789416043955e+00 -1.298926557954590066e+01 3.706667896747914082e+00 7.845922564225865870e+00 1.008749757186707541e+01
3.288227710276842686e+00 3.542635346213853786e+00 -9.956702531891266972e+00 3.332735018273604410e+00 8.174553445952978947e+00 7.498766439081906654e+00
6.350424293531802711e+00 4.585730242846927318e+00 -1.046525404243792323e+01 4.316965758281348542e+00 8.447057755415951164e+00 8.453519985305977258e+00
3.976949394336063648e+00 1.990215293138188679e+00 -1.193009281243785225e+01 1.182557938037725132e+00 9.198728011667734350e+00 1.096066934091323830e+01
4.470546895220508077e+00 2.777804224032295988e+00 -1.166383967305855052e+01 2.063424581421521076e+00 9.677372913293623924e+00 7.600394005611898152e+00
6.331325943625640384e+00 2.808316704839046718e+00 -1.040001854203416620e+01 2.419094641941118784e+00 1.140576138511460513e+01 1.012890939869557272e+01
4.534089824615390008e+00 2.857802851359136032e+00 -1.147166067495131436e+01 2.226310734542236602e+00 9.168674715874050918e+00 8.222035653783395404e+00
3.933705940866232709e+00 5.802721902674313981e+00 -1.143587250227633589e+01 2.673271278248272154e+00 8.742125703350531296e+00 9.366755933261714517e+00
4.002291094708080088e+00 4.643824277515570920e+00 -8.753057309821411280e+00 3.633330967219905894e+00 9.908239628886782668e+00 8.028831028157304317e+00
4.625053302112646314e+00 5.837251459173820045e-01 -1.176175325687016304e+01 2.201204837026572214e+00 9.120608636668341873e+00 7.997444630985871328e+00
3.581832743641497174e+00 4.534352057654639445e+00 -1.027589452631259981e+01 2.645144301243632423e+00 8.201122293764642635e+00 8.443530043160281551e+00
5.519112341075981476e+00 2.139585287592145946e+00 -9.655611123284266739e+00 9.763054169332312515e-01 9.418345127462428579e+00 1.004734760439349728e+01
3.957092726797210247e+00 2.756919901121353433e+00 -1.057307571772348354e+01 2.754089862833368318e+00 9.240378650157733631e+00 7.895433052435642196e+00
2.652568117945849568e+00 5.001008003673237390e+00 -1.208411758612442632e+01 1.684837422725737666e+00 7.378469107175478214e+00 8.574453843478421433e+00
4.724404133423977470e+00 3.731978631918265066e+00 -1.205837736705289664e+01 8.866293590873319808e-01 8.279227177392831649e+00 9.265048571090588325e+00
4.019816137883436724e+00 3.883287556003469199e+00 -1.072509047879256094e+01 3.440775744834421168e+00 9.991031345058221547e+00 1.170177832400491980e+01
5.103758109511155716e+00 4.653999842375768026e+00 -8.804543114903792045e+00 3.492943073200411863e+00 1.059162790777150853e+01 8.549813123631999190e+00
